id,user_id
11287,8413
13863,1528
11902,6993
11972,9254
13100,8991
13368,8899
13298,10819
12968,10418
12082,4763
13101,5392
12970,10258
13300,9651
13443,1126
9378,5381
13862,1473
8277,2024
12470,9746
13103,10617
13370,8072
13413,10944
13371,10899
6527,3733
12972,10424
12973,10430
13302,1528
13562,11102
13445,7680
13470,4656
13497,11025
13543,5446
13868,11515
12974,7837
12975,7732
13107,4604
13303,10801
13109,10629
13209,8264
13210,10486
13871,11187
8931,5363
13113,5791
13828,10392
13211,4382
13114,10633
13306,10829
13415,10946
13213,9907
12982,10441
12681,10111
13373,4282
12983,10443
13214,10742
13215,10746
12050,9314
12984,10444
11118,4296
13118,3771
13875,11523
12196,7382
10450,7439
13311,10046
13119,10639
10499,478
13312,10706
6248,841
13447,10892
13472,6183
13315,10837
13869,7809
10704,7752
13389,892
12987,10244
13074,10298
11735,8126
13220,10751
12989,10452
13079,4044
11341,8460
12992,5565
14080,11763
11570,8553
13123,10642
13170,10697
12261,9614
12088,7982
14022,11192
12334,3359
12315,9686
12322,9694
13125,4072
12326,9652
12319,8263
13126,4072
12320,9695
12331,9717
12333,3481
10066,6178
12324,9582
13876,11503
12343,9647
12335,5032
12336,9573
12340,5032
12330,3174
12344,18
12345,6075
12342,7224
12156,6703
12361,7639
12364,9520
12386,9177
12369,3771
12995,10435
12368,9747
12388,9776
12370,7206
12382,9765
12381,8581
12380,9024
12390,3228
12387,9775
12418,8667
12421,9817
12409,9806
12408,5580
13127,10636
12407,3442
13976,11637
13977,11639
13223,4469
12405,9802
13877,8712
12415,9813
12412,8256
12413,9369
12406,7558
12423,7053
12426,9824
12435,7522
12447,5515
12396,892
12431,9228
12446,9345
12428,8908
13978,5964
12436,9839
12445,9762
12449,9841
12437,8430
12453,8838
12456,6184
12467,9746
12488,9758
12458,9853
12457,9367
12459,9854
12472,8466
12475,8904
12476,8904
12478,9874
12483,9881
12481,9878
12487,9883
12462,9360
12495,8974
12550,9962
13225,6754
12508,9705
12502,9809
12496,9900
12498,8960
12507,8497
12506,3585
8363,4479
12510,4574
12490,9888
12511,4574
12505,9914
12548,9407
12493,7824
13879,2111
12617,10045
13110,10630
11321,31
13130,9621
13162,10687
14007,8269
13416,10947
13380,10906
14009,9643
13473,9511
13988,11066
13475,8263
7866,535
13346,10595
13525,5154
13230,10229
13449,6045
13417,9045
13619,1473
13911,11143
13502,11031
13133,1243
13323,8439
13479,10702
13579,11129
13078,10582
13635,8858
13226,10756
12774,9059
12555,9968
12566,9987
13232,3442
12556,9970
12573,9995
12558,9972
12559,4677
12574,6199
12577,7135
12578,9892
12579,5598
12580,10006
12551,9597
12606,10031
12596,5032
12587,9924
12597,5032
12588,9421
12583,10013
12581,2254
12595,4009
12599,9063
12593,9045
12078,9009
12603,9733
12601,10015
12608,3017
12623,9882
12613,7367
12607,10018
12614,7387
12627,7274
11859,4086
12626,9677
12618,10046
12628,10060
12631,10062
12632,4282
12633,10066
12634,10063
12764,10196
12765,9152
13884,3042
12637,6219
12650,10056
12640,9793
12644,10059
12645,9973
12647,9609
12642,3423
12651,6571
12655,10079
12660,10084
12661,1484
12662,8835
12646,10077
12664,10096
13234,10761
12689,3481
12673,7824
12671,3627
12680,10120
12698,10129
12676,10116
12686,4666
12679,10111
12685,4151
12688,3481
12690,10081
12691,7782
12692,9649
12693,10126
12694,9023
12695,9023
12696,10126
12677,10117
12683,9277
12711,10141
12715,10149
12468,9710
12704,10136
12703,1528
12701,5244
12720,4957
12700,10134
12712,5244
12716,10150
12705,10128
12721,10153
12718,10152
12726,1217
12727,8451
12730,9080
12699,4466
12732,9531
12758,6422
12739,7615
13885,11518
12734,10165
12762,10191
12750,8154
12738,10166
12741,10094
12748,9866
12740,5979
12755,5399
12753,5436
12747,10058
12754,2171
12757,10184
12760,7235
12763,10180
12794,7736
12767,10199
12783,5635
12777,10135
12629,648
12769,10201
12781,9740
12766,10179
12780,9360
12717,10151
12776,10211
12778,10214
12782,2986
12789,8838
12787,10222
12795,8864
12796,5492
12798,10230
12811,10241
13888,11534
12825,10229
12813,10244
12821,9765
12823,10237
12826,10251
12834,7116
12833,4479
13790,10096
12838,7189
13420,6885
12840,10197
12837,10267
14011,1126
13597,10715
12835,7619
14034,11709
12773,9775
13385,8404
13419,6297
14013,11636
13451,10984
13480,9676
13565,8462
13504,9137
13629,11192
13648,8211
13668,11119
13667,11242
13610,8497
13633,9211
13991,5252
13680,8594
13994,11651
13664,11234
13993,5746
13669,10987
13684,11133
13672,11250
13520,10861
13683,9756
13682,11260
13685,10792
13677,11241
13681,11259
13662,7341
13937,11122
11954,9241
13691,11256
13995,11652
12549,9637
14052,11733
13690,5373
13694,11237
13692,5036
13964,6219
14035,11713
13980,9683
14042,11644
13709,5265
13997,10715
13856,11367
13938,11590
13703,8264
13707,11267
12950,10395
13998,3789
13708,8675
14024,6603
13710,9648
13928,4475
14073,9673
13706,11261
14053,7824
14088,8675
14091,11782
13464,9617
13723,11287
13615,11178
13712,3481
13724,10206
13719,11304
13727,11315
13717,8961
13732,11311
13718,10422
13767,10687
13544,11067
13759,11263
13735,4019
13736,11325
13751,9924
13737,11326
13739,781
13741,1126
13745,11322
13754,11351
13758,10393
13755,11303
13760,11149
11567,8797
13769,11368
13967,8987
11586,8826
13770,11371
13837,7533
13542,10876
13772,9973
14017,11670
13771,11376
14032,11706
13941,11594
14037,6382
14092,4957
14061,11741
14025,11687
13921,11568
13639,2338
14104,11795
14107,11798
14108,11799
14115,11237
14101,11685
13761,8306
13962,11564
13958,11614
13468,5774
14018,11673
14062,11690
14132,11819
14102,3481
14055,10697
14130,3809
13752,11348
14103,7824
13893,8256
13778,11232
13776,11378
13990,11650
13943,10230
10141,7037
13895,11177
13896,11543
14057,11737
14046,10422
13914,11515
13659,263
13617,3517
14118,11679
13791,4666
13799,11413
13803,8046
13797,5686
13786,11391
13782,11395
13795,8269
13944,535
13780,11388
13789,3662
13411,10878
11678,8437
13800,5399
14028,10806
13488,11016
13809,11093
13452,10985
14005,4666
14058,11739
13846,10766
14077,11760
14106,11797
14119,6068
14116,11805
14114,1528
13349,7574
14137,7824
14100,11793
14134,11822
14121,8211
14145,10237
14141,9793
14138,11827
14122,11813
14139,11596
14147,11833
14149,3809
14163,11856
14155,11001
14150,11836
13793,11001
14152,10197
14156,4666
14164,11857
14015,11669
14151,4126
14169,11870
14157,9586
14159,2927
14173,11873
14172,10617
14177,1217
14184,6237
13075,10580
14182,11899
14179,10639
14186,5036
14187,9758
14189,11910
13881,11169
14199,11934
14198,10151
14201,11937
14195,11923
14196,11925
14203,11943
14197,8264
14194,7200
14207,11946
14205,11945
14206,11949
14224,5399
14214,11961
14210,11952
14208,11950
14217,5115
14232,5667
14231,11989
14233,11991
14222,5189
14238,7436
13966,8062
14239,11775
14237,12003
12609,10005
14124,11693
14240,12004
14241,3442
14243,11104
14254,12022
14246,10237
14251,4572
14248,804
11259,8392
14260,804
14259,12035
14261,11991
14258,12030
14286,10111
14293,12055
8417,4572
14271,12044
14275,10059
14272,12046
14264,9827
13625,11186
14263,12039
14273,12048
14295,12056
14294,1718
14289,4318
14303,9758
14301,3442
14305,7420
14298,5431
14307,5590
14313,7890
13548,11083
14304,12066
14323,12086
14325,9822
14324,12087
14322,4627
14328,10283
14333,12090
14329,5964
14338,12103
14336,12102
14341,12106
14359,12133
14352,12105
14357,4019
14354,12125
14355,12127
14367,6229
