id,user_id
8450,4608
8456,4616
8457,4617
8459,4408
8463,1321
8469,4631
8482,4638
8486,4363
8499,4666
8455,4614
8471,4632
8474,4633
8476,4635
8504,4679
8508,878
8512,804
8524,4700
8525,4601
8549,4751
8550,4754
8560,4716
8561,4775
8563,4777
8505,4681
8551,4755
8554,4758
8558,4687
8565,4780
8567,4778
8568,4779
8578,4771
8580,4798
8591,4819
8594,4825
12859,10298
8590,4814
8599,4551
8602,4830
8603,4835
8605,4840
8614,4861
8615,4844
8616,4839
8618,4866
8619,1528
8621,4358
8543,1
8626,1
8577,4795
8610,2648
8744,4511
8937,5369
9502,6136
9766,6262
9960,6772
8953,5117
8962,5386
8856,5233
8980,5432
9546,6021
9569,5287
8975,5414
9556,5032
11952,514
11070,5746
9542,6203
9540,5278
9547,6205
9504,6143
9735,6333
10004,1
13822,8791
8936,5141
9536,6195
10027,6576
8963,5392
8974,5418
9560,6223
8976,5421
9565,6229
9572,6237
9541,5399
9041,2792
9845,6598
9853,6607
8973,5105
9538,6133
8978,5429
9539,6199
8990,5449
9537,6198
8982,5436
12864,9520
9549,3973
9771,2986
8991,5446
9002,5482
9006,5399
9007,5489
10019,6857
9516,4447
9008,4687
9019,4466
12865,10304
9519,6178
8494,4656
9016,5494
13011,10487
13241,8095
13330,10206
9023,5036
9032,5402
9013,5492
9026,5513
11338,3063
10580,5347
9573,6238
9034,5523
9544,4605
9423,6045
9036,4480
9543,6202
9550,6200
9558,6219
9574,6239
9512,6172
9774,5878
9848,6602
9852,6605
9918,6716
9963,4019
9964,6776
12867,10308
9564,6226
9777,4115
9936,6737
10983,8035
9037,5529
9045,5541
9926,5242
9775,6504
9847,6553
9927,6725
13012,10338
13242,7558
9933,6734
10055,2032
9520,5453
9527,6184
9039,5534
9589,4659
9060,5570
9067,5585
9069,5588
12404,9451
9592,500
9587,1473
9781,4896
9741,6459
9788,6214
13902,8715
8617,3300
11953,9241
13140,8301
13244,10766
9522,6179
12870,8792
9529,6189
9525,6185
13332,5782
13483,10244
13530,2986
13547,11066
13614,11177
13582,2171
9532,6190
9526,6184
13825,6674
10584,7606
9591,6252
7303,552
9783,6517
9855,6609
10062,6935
13947,1217
8837,4479
13425,10308
13484,10988
13151,10678
13334,7824
9593,6059
11955,9243
9595,3680
9596,6268
9600,5016
13164,10690
12843,10163
11337,8457
13509,3491
13510,11039
13531,8398
13550,11088
13601,11161
9597,2755
9566,6230
9633,6317
13143,2171
9623,6295
13602,7477
13647,11219
13487,10583
13247,10776
13511,11040
13426,10957
13287,5278
13517,5
13552,11089
13626,11187
13631,769
13643,10702
13632,11198
10065,6939
8711,5009
13017,6382
12874,7200
13144,1217
9625,5580
9606,6274
9861,6603
13533,10851
13553,11090
9865,6620
9934,6733
8842,5217
13584,9009
12875,7058
13430,10960
13145,10667
12876,10320
10986,8037
13018,3736
13338,7121
13532,11017
13457,10613
13554,11093
13586,11138
9626,2633
9615,6293
13146,10671
8938,5278
13534,11010
13491,3585
13513,11042
9071,4843
8284,2338
13556,11095
13572,8035
13279,10769
11073,7224
10586,7608
9076,4541
9088,5613
9094,5628
9072,4775
9081,5600
9857,2813
9079,5598
9075,3031
9084,5611
12880,10319
13147,5192
9097,5632
9091,5610
11916,4363
13021,4363
9638,5499
10011,4378
9868,6623
9610,6278
9619,6003
9640,6324
9637,5537
9275,3809
9961,6773
9858,6612
8355,4466
9939,6619
9503,6138
9975,5032
10009,6798
9107,5636
13148,10674
9110,4896
9095,5631
9111,2329
10082,6969
9105,5634
9790,6499
9792,6530
9113,4928
9118,5065
9122,3627
9127,5657
9128,5659
9129,5619
9131,5667
9147,5665
9642,6232
9139,5686
12884,10302
9142,5691
9154,5700
9164,5710
9137,5671
9141,4843
9143,4843
9146,5694
9152,3851
9153,3851
9158,5403
10588,7609
9161,648
9191,5347
9641,5431
13149,10200
9172,5725
9156,5306
9176,5244
9180,5716
9187,5745
9200,5762
9599,5402
9194,5032
12885,6619
9662,6342
9653,6334
9661,4480
9791,6528
9973,6793
9970,4700
9978,6797
9980,6799
9989,6133
9664,4480
9658,6340
9656,3481
9652,4756
9663,6094
9793,6527
13398,8602
9797,6538
9875,6613
9877,6638
9945,6753
11958,7917
9205,5769
13386,10909
9217,5793
9223,1528
9233,5285
9234,4469
9241,2018
9237,5823
9236,5821
9248,5805
9255,5844
9254,5826
9258,5172
9251,5840
9262,685
10060,6932
9264,5346
9649,5278
8407,4554
9276,4843
13492,11018
9274,5875
9278,5877
12891,10331
9282,5884
9283,5884
13831,4126
9657,6339
9313,4897
10070,5107
9337,5907
9309,5770
9308,5919
9311,5921
9317,5928
9303,5384
9326,5938
9333,5947
13870,11519
13322,10845
13153,10626
6549,3063
11961,9144
9622,6305
9654,6111
9334,5610
9671,6360
9678,6371
8757,5067
9681,5403
9688,6387
9685,4172
9686,6383
9690,6387
9698,6393
9692,6388
9310,4606
9684,6382
8979,5431
9682,6381
10118,7006
9881,6646
9944,6752
10015,6849
10012,6840
10023,5403
10028,6860
10029,5037
12893,10322
10044,4475
9668,6348
9341,5956
9679,6376
9358,5979
9366,5983
9348,459
9711,6409
13904,11468
13952,11608
9368,5985
9669,5949
9687,3809
9798,6539
12895,8046
9694,2254
9680,6378
9693,6390
9808,291
9810,6549
9807,1718
9340,4504
9714,6425
9720,3789
13155,10684
9705,6373
9812,6555
9701,6400
9719,2729
9724,6437
9712,6414
9666,4716
9706,6407
9883,6657
9713,2937
8830,3229
9888,6667
9893,6103
9947,6754
9950,6758
11963,9246
9703,6094
13832,11462
9382,6004
9387,6008
9388,6011
13154,9597
10099,1495
9721,6434
9400,6028
9397,4479
13833,11439
10117,7004
9718,6430
12898,1217
9826,6503
13907,11552
13906,11550
9409,6034
9729,4605
9726,6441
9403,5570
9734,6447
9737,6452
13953,3256
13971,11633
9891,6674
9410,6033
9412,5436
9894,5
9949,6757
9995,3809
9997,6468
9731,6440
12899,4633
10081,6848
10031,6879
9078,5595
10144,7040
10025,6867
10104,6989
10114,5111
10125,7013
10030,5016
10127,7020
12901,4009
10085,6824
10092,6886
10067,6942
10126,7019
13156,10685
10129,7024
10143,6163
11970,7736
12902,7322
10601,7615
10989,1528
10152,3535
13838,10094
10154,7053
10602,7616
11042,8095
10984,8036
10496,6879
11046,8116
9031,5520
13157,3566
13908,11553
11066,4896
11068,8141
11071,8142
11072,4269
13839,11475
10169,7077
10163,4358
10167,7071
10158,7025
10161,5537
10164,7072
10116,7005
10017,6852
10159,7062
10165,7073
9120,5651
10171,7080
10093,3243
10174,6588
10176,7029
10180,7089
10604,4574
10789,7837
10770,7005
10786,7052
10181,7091
10456,5369
9510,4479
10773,7809
10910,2772
10987,8036
11023,8086
13840,11476
13909,8593
10071,5067
12905,8436
10193,4296
9184,354
10201,7119
10196,6901
10185,5219
10018,5762
10200,7116
10203,7120
10204,7043
10209,7128
10210,6477
10213,7134
10197,7109
10216,4896
10807,7623
11969,9228
13158,4511
6992,3359
10215,7135
10218,7136
10611,7628
10787,5037
10219,7137
13159,2986
10217,7125
10771,4700
10794,5806
10797,5287
10798,1440
10803,7855
10804,7856
10810,7373
10222,7143
10227,5032
14049,9520
11975,9257
10233,6369
10221,7144
10228,7157
10220,7139
10229,5032
10235,7147
10083,6293
9730,1753
10245,7104
10614,7632
10615,7630
10247,6646
13161,4572
10908,3789
10248,1753
10809,5293
10772,7818
10812,6126
10813,7822
10904,7132
10903,7948
10907,7934
10788,7835
10906,4572
10992,8046
10993,8049
10996,7964
10250,7189
10832,4375
12907,5513
11345,8466
10911,6138
9314,5810
10823,5023
10782,7790
10825,4044
10828,7875
10917,7957
10912,1937
10913,7309
10919,7875
12908,4638
10264,7203
10257,7198
10268,7200
10258,3532
10259,7199
10260,7201
12909,5431
10269,7204
10273,7212
10274,7213
10280,4681
9213,5774
10283,7224
10284,7004
11346,8472
8556,4763
10022,6863
9208,5774
10921,6571
12114,9380
10837,7885
10619,3042
10621,7619
12912,10346
10835,7883
13835,11469
11000,7134
13910,11554
13163,10654
11351,8477
10643,3481
10290,6781
10622,7627
10294,6219
10640,7658
10637,7653
13973,11635
13986,9694
13985,4072
10649,5032
10650,7671
10651,4535
10652,7200
13022,10500
10657,7675
10821,6588
10291,827
12117,9428
10623,7640
10839,3789
8946,5368
13842,11482
10817,537
10820,6558
13260,10792
10934,7977
10939,7982
13956,9969
10942,7985
8966,4980
9902,6694
10292,7235
10315,7274
12118,9418
10302,6120
10300,7256
10308,7103
10301,7257
10305,7259
10313,1713
10314,2338
10319,7206
13435,8141
13023,9968
13536,11071
10312,5446
10320,7281
10325,7287
10327,7267
9859,648
10672,7687
10328,4318
11001,5793
10669,6772
10675,7693
11056,7224
11067,4896
13024,9798
13343,5252
13436,4775
10330,7293
10335,7300
10670,7630
10666,7681
10331,7294
10329,5414
10337,6292
10668,7685
10303,7255
10684,1
10685,5
10686,3216
10688,7501
10690,3215
10678,7646
13913,11555
10694,7678
10691,7503
10338,4976
10692,7691
10341,7309
10689,7502
11014,8073
11048,8122
11058,7332
11065,6840
11347,8471
10696,4700
10697,7732
12918,10333
10548,552
13026,6857
13169,4019
10343,7310
10348,7215
5149,20
2366,354
3657,2809
657,827
1151,2648
682,3113
8068,3809
8375,4497
8453,4613
8579,4796
10700,7736
10362,4273
10699,7735
10711,4775
10363,7305
10848,7904
10849,7905
10356,7322
10357,7323
10853,7322
10359,7332
10366,7095
10451,6183
10865,7909
10369,5626
10367,7336
10373,7343
10353,6737
10352,6103
10365,7334
10358,7331
10374,7341
13027,7452
13262,5580
10372,7342
10381,7352
10385,7358
10383,6392
10391,7367
10395,7375
10403,7381
10402,4402
10386,6680
10377,7345
12119,9428
10408,7390
10397,7373
10393,7349
10400,4925
10354,563
10404,5403
13054,10551
13174,3532
13400,10925
10407,7387
10418,3063
10410,7081
10423,7409
10424,7408
10463,7451
12120,9430
10667,7683
10439,4605
12924,7570
10447,7346
10434,7422
10433,7420
10442,2807
13462,10705
10454,3678
10455,7444
10460,4896
11353,7536
10714,7686
10461,7449
10476,5117
12925,10359
10955,8009
10471,6737
10957,8010
10473,7461
10953,6486
10962,8014
13898,11545
13056,10557
10960,8013
10954,8007
10965,8016
12926,8213
10875,6219
10857,5436
11355,8487
10876,7917
10713,6461
10878,7918
10880,2792
10959,8011
10884,7927
10895,7040
10961,8008
12060,5520
10968,8018
10970,8023
10972,8020
10739,7776
11981,9191
10458,4408
10723,4497
12927,7322
10867,5050
10741,7779
10702,4497
10877,2986
10981,6779
13033,10521
12121,9049
13059,10512
10436,7426
10480,6054
10487,7480
9042,5535
10484,5580
10491,7489
10494,7491
10495,5276
10497,7477
10500,7499
10502,7500
10503,7500
13916,3789
10726,4576
13268,9854
13959,10626
13345,2407
13265,5520
10515,7520
10518,7524
10721,7655
10508,7507
10868,7119
10745,1440
10746,7782
10727,263
10720,7767
10871,7914
10940,291
10885,5065
10978,8034
13035,2927
13917,11364
11010,8069
10744,7781
13060,10467
13175,9609
11011,7630
10512,7419
11026,8091
11012,8072
12930,7118
11027,4617
11022,8083
11032,8101
11029,8097
11030,5252
11039,3228
10537,7552
11356,7367
10526,7539
13176,10702
13036,2873
10747,6028
10533,4957
10523,1217
10524,7536
10521,7534
10542,1806
13037,10527
10540,3481
10541,7555
10544,3571
10543,7558
10534,552
11236,8373
11359,6204
11238,8225
8709,4674
11985,6237
13178,10705
11357,6103
10663,7680
10767,7812
11358,8489
11365,7203
10582,4521
12932,8790
10244,7121
13347,10871
11370,7428
11323,8436
11379,8513
13038,9
11234,3044
8279,4344
8977,5426
12122,3256
11369,7763
11375,8536
10130,7019
11490,8701
11428,4306
11099,6274
11225,8360
10975,8032
11235,3063
11084,5399
10096,4050
11081,8154
11088,5432
13064,10569
13180,10583
13273,9973
13348,10873
10036,5758
11097,4957
11093,6382
11095,6401
11096,7004
11100,8186
11103,3076
11087,8162
11986,7964
11987,7139
8424,4578
11424,8614
13065,9455
10620,7637
11475,8682
11476,8683
11483,8686
10469,6045
11112,8198
11120,5811
11113,7144
11249,8065
11250,8279
10923,5541
11111,8195
11252,8059
11119,8206
11049,6212
11255,7574
11481,5762
13066,6885
13181,9448
11256,8389
11124,8213
11122,8212
11109,8193
11393,6393
11262,8370
11258,5373
11268,8289
11269,8120
10833,6638
10440,7343
11431,8622
11485,8694
11502,3228
13042,10185
11121,8208
11501,8712
11489,8699
11503,8581
11504,8713
11508,1753
11272,8398
11278,8405
11265,5492
11132,6051
11275,8404
8354,1217
11385,7444
11282,8306
11383,8550
11389,7367
11271,8397
11387,8554
11397,7224
13918,11565
13960,11566
13974,11638
12937,10360
11134,5265
9443,6051
11140,8231
11153,8251
11139,8198
13847,11488
11128,8211
11148,7936
11152,8249
11156,8255
11164,8266
11151,6201
11284,1139
11437,1484
11288,8411
11166,8268
11292,8175
13068,5023
13067,10574
13184,10385
10583,4019
11169,8166
11167,8269
11435,8627
11404,8585
11432,8493
11439,4466
11433,5651
11454,5651
11447,6478
11448,8648
11449,8650
11451,8285
11452,7322
11157,8256
11290,7837
11291,8416
11289,2792
11154,8253
11285,8406
11298,8419
13274,8686
11295,8113
11297,7003
11300,2755
13848,6620
11303,7597
11304,8417
13047,7574
11309,8209
9871,6539
11257,8390
11301,8422
11405,8586
12939,9365
11147,5353
11176,8288
11178,7452
11182,7625
13920,11558
13069,5023
11408,8593
11177,8263
11185,8298
11188,8302
11184,8297
11189,5032
11043,7824
11191,8305
11172,8192
12940,1718
11212,8344
11207,8334
11201,915
11193,8312
11203,6772
11192,8307
11196,8301
11202,7889
13070,5023
13275,7905
9612,4363
11208,8335
11210,8339
10893,7936
12941,10385
11413,8602
11407,8175
11312,8430
11221,8358
11462,8668
11458,8665
11460,5403
12125,9433
11464,8670
11467,8671
11473,8679
10162,7064
13073,10574
11478,8035
10576,7599
11477,8676
11487,8141
11499,8710
11459,3061
11983,9267
11515,8728
12126,9434
11511,8727
11513,8730
12124,8175
11519,6517
11993,9281
11521,5814
11493,8704
12127,8627
12942,10387
13849,8466
11532,8720
12149,9461
11492,8702
14020,11675
12011,9304
8458,4619
11999,5189
11526,7349
11990,9277
11461,8666
11950,8704
12009,6322
12000,7144
12013,9303
11980,9264
12019,9310
12020,9270
12006,7686
12016,8269
12155,9322
12116,6212
11994,1753
13352,10874
13052,10465
12014,9306
12021,9292
11535,8739
12023,9297
12024,9296
11531,8752
11536,8693
11540,8764
13826,11445
12025,9312
12157,6703
12166,5793
12026,3535
12112,6885
13851,7019
12169,9491
11546,8771
11547,7611
12943,4027
13923,11574
12944,500
11553,8782
12163,9487
11548,8150
12178,9497
12171,9494
6790,3810
10676,2111
11563,8792
11564,8793
12033,5957
13353,10831
11556,8036
12176,9499
12991,9775
13494,10990
12945,10391
13263,10766
13574,11123
13590,4780
11569,8799
12034,5399
12037,9332
12040,4019
12946,10392
12042,8720
12003,9295
11589,8827
11571,8802
10049,6913
11575,6199
11576,5328
11035,5628
11584,8822
13354,10877
13438,6798
11587,6183
13055,10552
11577,8809
12180,9502
12046,9342
11597,8838
12041,9333
12031,1370
11599,8835
12177,9498
12186,8762
12185,9512
13185,6091
12184,9506
13404,6116
13439,3113
13355,10866
13516,9177
10864,7655
11339,5520
11607,8858
12044,9328
11609,5710
11601,8844
12132,4386
12949,8550
12199,9524
11613,7530
11618,8178
12200,9526
12193,9392
13924,11477
12191,9363
12048,9314
11629,8898
11631,8790
11640,8908
12049,9023
13854,6486
11635,8904
12205,7310
12055,9350
13080,3359
11626,5036
12051,9345
11494,8705
13926,7622
10563,7433
11646,8914
12202,5373
11925,5513
12203,9531
8303,4360
12058,9324
12057,9319
12065,9367
12134,2729
12951,1003
12211,1528
12215,9551
12217,8207
12219,459
12229,9577
13280,7426
11654,5371
13686,11262
11091,8169
13281,2792
12222,8036
12139,9448
11655,8302
12064,5016
11652,8892
11659,5016
11660,3174
12218,9552
12141,9266
12210,9542
11647,5402
12220,9554
12952,10398
13282,648
13270,10797
13405,9762
12214,9547
12069,9369
11667,8437
12224,4998
11675,8933
10561,7581
11669,8166
12212,9459
11686,8945
11666,8926
13406,386
11683,8941
11680,8937
11681,8939
11688,7541
11689,8954
11694,8960
13284,10805
13361,4572
11697,8949
11700,8971
11701,8973
11217,5826
9210,5782
11506,8715
11713,8982
7105,3127
11960,9143
12144,8742
12071,8838
11707,4497
12162,9485
11708,7622
11706,8018
11716,8987
13084,10591
11717,4044
11719,8269
11725,8999
11720,8036
11718,804
11721,8991
11724,8997
11723,8993
10799,7852
11731,1440
11729,537
11730,9009
11739,4072
11738,9016
11742,8416
11749,6376
13855,11456
11761,8008
11745,9023
13360,10834
11741,9018
11771,5032
11755,9033
11748,8550
11776,9046
11768,4666
12955,8550
11772,9045
11764,8213
11760,4019
11799,8072
11802,8287
11753,9032
13085,1473
11811,9080
11790,6190
13187,4835
11775,8213
11744,9022
12232,9582
11805,6029
11793,1882
11785,9056
11783,9056
11794,9066
11801,9073
11788,4014
11797,8466
11787,9059
12233,5565
11803,9067
8465,4627
11821,2468
12086,9393
13086,10595
13188,2190
11795,5782
11826,5429
11832,8902
11816,5
11824,5806
11829,9095
11815,3063
11104,8191
11831,5580
13087,9101
11817,8439
11578,8810
11839,5341
12089,9397
11845,6262
12958,7086
11912,9203
12093,3851
11840,9111
11841,9113
11849,5050
11858,9141
12094,9396
12091,8458
12236,8892
12235,9423
13088,10597
11868,9152
13289,7019
13191,10716
11856,9137
11870,7387
12102,9407
11865,9121
11877,9162
11598,7570
11874,8752
11876,8554
11879,9166
11885,9169
11887,7824
11882,1704
11891,7309
13857,11498
11894,9177
11881,9160
11908,8961
13090,7824
13407,8008
11906,9179
11892,8734
11907,9047
8816,4373
12109,9421
12105,8904
12110,9382
11114,1473
12402,9799
12107,9417
13859,11499
13930,3771
12401,9795
11904,3670
12239,8762
13092,3174
12242,4574
13292,5037
13379,10244
12250,5384
12947,10393
12240,9592
12251,9602
12255,9609
13559,11101
12257,4606
12263,1937
12179,5278
13519,5276
12265,9620
13196,10720
14071,11647
13410,10940
13518,11052
13560,7857
13441,354
13628,5431
13591,7693
12963,10252
13414,10945
13656,8301
13197,10693
14072,10629
13467,4408
12268,9621
13294,10816
13640,11210
13600,11159
13593,11144
12862,9850
13653,11223
13661,11233
12501,9910
12158,2792
12280,9643
12284,9645
11651,5414
12278,6262
10360,6445
11702,3442
12281,4633
12274,7818
11964,9246
12286,3809
12287,9648
12030,4674
12288,9649
11933,2320
12291,9653
12295,9657
12312,9683
13861,11504
12305,9673
13198,10721
13296,6486
12307,9677
12301,6401
12300,9177
12966,10422
12099,7599
12306,9676
12310,9680
12311,9682
12967,9552
13297,5659
13367,9586
